somministrazioni,regione,siglaCategoria,identificativo,categoria,codice_regione,data,vaccino,punto,classeEta,siglaRegione
2,Piemonte,TML_CAT_OSS,03/01/2021_PF/BT_PIE_600123_CLINICA SALUS ALESSANDRIA_20-29,1 - Operatori Sanitari e Sociosanitari,01,2021-01-03,PF/BT,600123_CLINICA SALUS ALESSANDRIA,20-29,PIE
4,Piemonte,TML_CAT_OSS,03/01/2021_PF/BT_PIE_670678_CS ANZIANI SAN MICHELE CAMERI_20-29,1 - Operatori Sanitari e Sociosanitari,01,2021-01-03,PF/BT,670678_CS ANZIANI SAN MICHELE CAMERI,20-29,PIE
57,Piemonte,TML_CAT_OSS,03/01/2021_PF/BT_PIE_000256_P.V.O. DI VERBANIA ASL VCO_30-39,1 - Operatori Sanitari e Sociosanitari,01,2021-01-03,PF/BT,000256_P.V.O. DI VERBANIA ASL VCO,30-39,PIE
47,Piemonte,TML_CAT_OSS,03/01/2021_PF/BT_PIE_000258_P.V.O. DI DOMODOSSOLA ASL VCO_30-39,1 - Operatori Sanitari e Sociosanitari,01,2021-01-03,PF/BT,000258_P.V.O. DI DOMODOSSOLA ASL VCO,30-39,PIE
9,Piemonte,TML_CAT_OSS,03/01/2021_PF/BT_PIE_000574_OSP. SAN LORENZO CARMAGNOLA_30-39,1 - Operatori Sanitari e Sociosanitari,01,2021-01-03,PF/BT,000574_OSP. SAN LORENZO CARMAGNOLA,30-39,PIE
20,Piemonte,TML_CAT_OSS,03/01/2021_PF/BT_PIE_010003_OSPEDALE MARIA VITTORIA TORINO_30-39,1 - Operatori Sanitari e Sociosanitari,01,2021-01-03,PF/BT,010003_OSPEDALE MARIA VITTORIA TORINO,30-39,PIE
9,Piemonte,TML_CAT_OSS,03/01/2021_PF/BT_PIE_010007_OSPEDALE MARTINI TORINO_30-39,1 - Operatori Sanitari e Sociosanitari,01,2021-01-03,PF/BT,010007_OSPEDALE MARTINI TORINO,30-39,PIE
30,Piemonte,TML_CAT_OSS,03/01/2021_PF/BT_PIE_010011_CENTRO VACC S G BOSCO_30-39,1 - Operatori Sanitari e Sociosanitari,01,2021-01-03,PF/BT,010011_CENTRO VACC S G BOSCO,30-39,PIE
26,Piemonte,TML_CAT_OSS,03/01/2021_PF/BT_PIE_010017 00_OSPEDALE DI CHIVASSO_30-39,1 - Operatori Sanitari e Sociosanitari,01,2021-01-03,PF/BT,010017 00_OSPEDALE DI CHIVASSO,30-39,PIE
5,Piemonte,TML_CAT_OSS,03/01/2021_PF/BT_PIE_010019 01_OSPEDALE DI CIRIE'_30-39,1 - Operatori Sanitari e Sociosanitari,01,2021-01-03,PF/BT,010019 01_OSPEDALE DI CIRIE',30-39,PIE
9,Piemonte,TML_CAT_OSS,03/01/2021_PF/BT_PIE_010023_OSPEDALE DI IVREA_30-39,1 - Operatori Sanitari e Sociosanitari,01,2021-01-03,PF/BT,010023_OSPEDALE DI IVREA,30-39,PIE
16,Piemonte,TML_CAT_OSS,03/01/2021_PF/BT_PIE_010026 01_AMB. VACCINAZIONI P.O CASALE M_30-39,1 - Operatori Sanitari e Sociosanitari,01,2021-01-03,PF/BT,010026 01_AMB. VACCINAZIONI P.O CASALE M,30-39,PIE
3,Piemonte,TML_CAT_OSS,03/01/2021_PF/BT_PIE_010026 03_AMB. VACCINAZIONI P.O. TORTONA_30-39,1 - Operatori Sanitari e Sociosanitari,01,2021-01-03,PF/BT,010026 03_AMB. VACCINAZIONI P.O. TORTONA,30-39,PIE
10,Piemonte,TML_CAT_OSS,03/01/2021_PF/BT_PIE_010026 04_AMB. VACCINAZIONI P.O. NOVI L_30-39,1 - Operatori Sanitari e Sociosanitari,01,2021-01-03,PF/BT,010026 04_AMB. VACCINAZIONI P.O. NOVI L,30-39,PIE
7,Piemonte,TML_CAT_OSS,03/01/2021_PF/BT_PIE_010026 05_AMB. VACCINAZIONI P.O. ACQUI T_30-39,1 - Operatori Sanitari e Sociosanitari,01,2021-01-03,PF/BT,010026 05_AMB. VACCINAZIONI P.O. ACQUI T,30-39,PIE
3,Piemonte,TML_CAT_OSS,03/01/2021_PF/BT_PIE_010026 06_AMB. VACCINAZIONI P.O. OVADA_30-39,1 - Operatori Sanitari e Sociosanitari,01,2021-01-03,PF/BT,010026 06_AMB. VACCINAZIONI P.O. OVADA,30-39,PIE
9,Piemonte,TML_CAT_OSS,03/01/2021_PF/BT_PIE_010124 01_OSPEDALE DI MONDOVI'_30-39,1 - Operatori Sanitari e Sociosanitari,01,2021-01-03,PF/BT,010124 01_OSPEDALE DI MONDOVI',30-39,PIE
9,Piemonte,TML_CAT_OSS,03/01/2021_PF/BT_PIE_010126 01_OSPEDALE DI SAVIGLIANO_30-39,1 - Operatori Sanitari e Sociosanitari,01,2021-01-03,PF/BT,010126 01_OSPEDALE DI SAVIGLIANO,30-39,PIE
10,Piemonte,TML_CAT_OSS,03/01/2021_PF/BT_PIE_010206_BORGOSESIA_30-39,1 - Operatori Sanitari e Sociosanitari,01,2021-01-03,PF/BT,010206_BORGOSESIA,30-39,PIE
14,Piemonte,TML_CAT_OSS,03/01/2021_PF/BT_PIE_010206_VERCELLI_30-39,1 - Operatori Sanitari e Sociosanitari,01,2021-01-03,PF/BT,010206_VERCELLI,30-39,PIE
4,Piemonte,TML_CAT_OSS,03/01/2021_PF/BT_PIE_010666_CLINICA CITTA' DI ALESSANDRIA_30-39,1 - Operatori Sanitari e Sociosanitari,01,2021-01-03,PF/BT,010666_CLINICA CITTA' DI ALESSANDRIA,30-39,PIE
13,Piemonte,TML_CAT_OSS,03/01/2021_PF/BT_PIE_010906_CENTRO VACCINALE S. CROCE CN_30-39,1 - Operatori Sanitari e Sociosanitari,01,2021-01-03,PF/BT,010906_CENTRO VACCINALE S. CROCE CN,30-39,PIE
42,Piemonte,TML_CAT_OSS,03/01/2021_PF/BT_PIE_010908_CENTRO VACCINALE MAURIZIANO_30-39,1 - Operatori Sanitari e Sociosanitari,01,2021-01-03,PF/BT,010908_CENTRO VACCINALE MAURIZIANO,30-39,PIE
72,Piemonte,TML_CAT_OSS,03/01/2021_PF/BT_PIE_010909_CENTRO VACC CITTÀ DELLA SALUTE_30-39,1 - Operatori Sanitari e Sociosanitari,01,2021-01-03,PF/BT,010909_CENTRO VACC CITTÀ DELLA SALUTE,30-39,PIE
4,Piemonte,TML_CAT_OSS,03/01/2021_PF/BT_PIE_50010901_CLINICA EPOREDIESE_30-39,1 - Operatori Sanitari e Sociosanitari,01,2021-01-03,PF/BT,50010901_CLINICA EPOREDIESE,30-39,PIE
2,Piemonte,TML_CAT_OSS,03/01/2021_PF/BT_PIE_600123_CLINICA SALUS ALESSANDRIA_30-39,1 - Operatori Sanitari e Sociosanitari,01,2021-01-03,PF/BT,600123_CLINICA SALUS ALESSANDRIA,30-39,PIE
1,Piemonte,TML_CAT_OSS,03/01/2021_PF/BT_PIE_670298_C. FAM S. STEFANO BORGOMANERO_30-39,1 - Operatori Sanitari e Sociosanitari,01,2021-01-03,PF/BT,670298_C. FAM S. STEFANO BORGOMANERO,30-39,PIE
1,Piemonte,TML_CAT_OSS,03/01/2021_PF/BT_PIE_670678_CS ANZIANI SAN MICHELE CAMERI_30-39,1 - Operatori Sanitari e Sociosanitari,01,2021-01-03,PF/BT,670678_CS ANZIANI SAN MICHELE CAMERI,30-39,PIE
84,Piemonte,TML_CAT_OSS,03/01/2021_PF/BT_PIE_000256_P.V.O. DI VERBANIA ASL VCO_40-49,1 - Operatori Sanitari e Sociosanitari,01,2021-01-03,PF/BT,000256_P.V.O. DI VERBANIA ASL VCO,40-49,PIE
71,Piemonte,TML_CAT_OSS,03/01/2021_PF/BT_PIE_000258_P.V.O. DI DOMODOSSOLA ASL VCO_40-49,1 - Operatori Sanitari e Sociosanitari,01,2021-01-03,PF/BT,000258_P.V.O. DI DOMODOSSOLA ASL VCO,40-49,PIE
11,Piemonte,TML_CAT_OSS,03/01/2021_PF/BT_PIE_000574_OSP. SAN LORENZO CARMAGNOLA_40-49,1 - Operatori Sanitari e Sociosanitari,01,2021-01-03,PF/BT,000574_OSP. SAN LORENZO CARMAGNOLA,40-49,PIE
33,Piemonte,TML_CAT_OSS,03/01/2021_PF/BT_PIE_010003_OSPEDALE MARIA VITTORIA TORINO_40-49,1 - Operatori Sanitari e Sociosanitari,01,2021-01-03,PF/BT,010003_OSPEDALE MARIA VITTORIA TORINO,40-49,PIE
36,Piemonte,TML_CAT_OSS,03/01/2021_PF/BT_PIE_010007_OSPEDALE MARTINI TORINO_40-49,1 - Operatori Sanitari e Sociosanitari,01,2021-01-03,PF/BT,010007_OSPEDALE MARTINI TORINO,40-49,PIE
26,Piemonte,TML_CAT_OSS,03/01/2021_PF/BT_PIE_010011_CENTRO VACC S G BOSCO_40-49,1 - Operatori Sanitari e Sociosanitari,01,2021-01-03,PF/BT,010011_CENTRO VACC S G BOSCO,40-49,PIE
39,Piemonte,TML_CAT_OSS,03/01/2021_PF/BT_PIE_010017 00_OSPEDALE DI CHIVASSO_40-49,1 - Operatori Sanitari e Sociosanitari,01,2021-01-03,PF/BT,010017 00_OSPEDALE DI CHIVASSO,40-49,PIE
18,Piemonte,TML_CAT_OSS,03/01/2021_PF/BT_PIE_010019 01_OSPEDALE DI CIRIE'_40-49,1 - Operatori Sanitari e Sociosanitari,01,2021-01-03,PF/BT,010019 01_OSPEDALE DI CIRIE',40-49,PIE
21,Piemonte,TML_CAT_OSS,03/01/2021_PF/BT_PIE_010023_OSPEDALE DI IVREA_40-49,1 - Operatori Sanitari e Sociosanitari,01,2021-01-03,PF/BT,010023_OSPEDALE DI IVREA,40-49,PIE
21,Piemonte,TML_CAT_OSS,03/01/2021_PF/BT_PIE_010026 01_AMB. VACCINAZIONI P.O CASALE M_40-49,1 - Operatori Sanitari e Sociosanitari,01,2021-01-03,PF/BT,010026 01_AMB. VACCINAZIONI P.O CASALE M,40-49,PIE
15,Piemonte,TML_CAT_OSS,03/01/2021_PF/BT_PIE_010026 03_AMB. VACCINAZIONI P.O. TORTONA_40-49,1 - Operatori Sanitari e Sociosanitari,01,2021-01-03,PF/BT,010026 03_AMB. VACCINAZIONI P.O. TORTONA,40-49,PIE
9,Piemonte,TML_CAT_OSS,03/01/2021_PF/BT_PIE_010026 04_AMB. VACCINAZIONI P.O. NOVI L_40-49,1 - Operatori Sanitari e Sociosanitari,01,2021-01-03,PF/BT,010026 04_AMB. VACCINAZIONI P.O. NOVI L,40-49,PIE
10,Piemonte,TML_CAT_OSS,03/01/2021_PF/BT_PIE_010026 05_AMB. VACCINAZIONI P.O. ACQUI T_40-49,1 - Operatori Sanitari e Sociosanitari,01,2021-01-03,PF/BT,010026 05_AMB. VACCINAZIONI P.O. ACQUI T,40-49,PIE
4,Piemonte,TML_CAT_OSS,03/01/2021_PF/BT_PIE_010026 06_AMB. VACCINAZIONI P.O. OVADA_40-49,1 - Operatori Sanitari e Sociosanitari,01,2021-01-03,PF/BT,010026 06_AMB. VACCINAZIONI P.O. OVADA,40-49,PIE
14,Piemonte,TML_CAT_OSS,03/01/2021_PF/BT_PIE_010124 01_OSPEDALE DI MONDOVI'_40-49,1 - Operatori Sanitari e Sociosanitari,01,2021-01-03,PF/BT,010124 01_OSPEDALE DI MONDOVI',40-49,PIE
13,Piemonte,TML_CAT_OSS,03/01/2021_PF/BT_PIE_010126 01_OSPEDALE DI SAVIGLIANO_40-49,1 - Operatori Sanitari e Sociosanitari,01,2021-01-03,PF/BT,010126 01_OSPEDALE DI SAVIGLIANO,40-49,PIE
9,Piemonte,TML_CAT_OSS,03/01/2021_PF/BT_PIE_010206_BORGOSESIA_40-49,1 - Operatori Sanitari e Sociosanitari,01,2021-01-03,PF/BT,010206_BORGOSESIA,40-49,PIE
21,Piemonte,TML_CAT_OSS,03/01/2021_PF/BT_PIE_010206_VERCELLI_40-49,1 - Operatori Sanitari e Sociosanitari,01,2021-01-03,PF/BT,010206_VERCELLI,40-49,PIE
4,Piemonte,TML_CAT_OSS,03/01/2021_PF/BT_PIE_010666_CLINICA CITTA' DI ALESSANDRIA_40-49,1 - Operatori Sanitari e Sociosanitari,01,2021-01-03,PF/BT,010666_CLINICA CITTA' DI ALESSANDRIA,40-49,PIE
11,Piemonte,TML_CAT_OSS,03/01/2021_PF/BT_PIE_010906_CENTRO VACCINALE S. CROCE CN_40-49,1 - Operatori Sanitari e Sociosanitari,01,2021-01-03,PF/BT,010906_CENTRO VACCINALE S. CROCE CN,40-49,PIE
48,Piemonte,TML_CAT_OSS,03/01/2021_PF/BT_PIE_010908_CENTRO VACCINALE MAURIZIANO_40-49,1 - Operatori Sanitari e Sociosanitari,01,2021-01-03,PF/BT,010908_CENTRO VACCINALE MAURIZIANO,40-49,PIE
106,Piemonte,TML_CAT_OSS,03/01/2021_PF/BT_PIE_010909_CENTRO VACC CITTÀ DELLA SALUTE_40-49,1 - Operatori Sanitari e Sociosanitari,01,2021-01-03,PF/BT,010909_CENTRO VACC CITTÀ DELLA SALUTE,40-49,PIE
4,Piemonte,TML_CAT_OSS,03/01/2021_PF/BT_PIE_50010901_CLINICA EPOREDIESE_40-49,1 - Operatori Sanitari e Sociosanitari,01,2021-01-03,PF/BT,50010901_CLINICA EPOREDIESE,40-49,PIE
2,Piemonte,TML_CAT_OSS,03/01/2021_PF/BT_PIE_570115_IST. CURA BAUER RSA POGNO_40-49,1 - Operatori Sanitari e Sociosanitari,01,2021-01-03,PF/BT,570115_IST. CURA BAUER RSA POGNO,40-49,PIE
3,Piemonte,TML_CAT_OSS,03/01/2021_PF/BT_PIE_600123_CLINICA SALUS ALESSANDRIA_40-49,1 - Operatori Sanitari e Sociosanitari,01,2021-01-03,PF/BT,600123_CLINICA SALUS ALESSANDRIA,40-49,PIE
1,Piemonte,TML_CAT_OSS,03/01/2021_PF/BT_PIE_670298_C. FAM S. STEFANO BORGOMANERO_40-49,1 - Operatori Sanitari e Sociosanitari,01,2021-01-03,PF/BT,670298_C. FAM S. STEFANO BORGOMANERO,40-49,PIE
3,Piemonte,TML_CAT_OSS,03/01/2021_PF/BT_PIE_670678_CS ANZIANI SAN MICHELE CAMERI_40-49,1 - Operatori Sanitari e Sociosanitari,01,2021-01-03,PF/BT,670678_CS ANZIANI SAN MICHELE CAMERI,40-49,PIE
133,Piemonte,TML_CAT_OSS,03/01/2021_PF/BT_PIE_000256_P.V.O. DI VERBANIA ASL VCO_50-59,1 - Operatori Sanitari e Sociosanitari,01,2021-01-03,PF/BT,000256_P.V.O. DI VERBANIA ASL VCO,50-59,PIE
185,Piemonte,TML_CAT_OSS,03/01/2021_PF/BT_PIE_000258_P.V.O. DI DOMODOSSOLA ASL VCO_50-59,1 - Operatori Sanitari e Sociosanitari,01,2021-01-03,PF/BT,000258_P.V.O. DI DOMODOSSOLA ASL VCO,50-59,PIE
10,Piemonte,TML_CAT_OSS,03/01/2021_PF/BT_PIE_000574_OSP. SAN LORENZO CARMAGNOLA_50-59,1 - Operatori Sanitari e Sociosanitari,01,2021-01-03,PF/BT,000574_OSP. SAN LORENZO CARMAGNOLA,50-59,PIE
25,Piemonte,TML_CAT_OSS,03/01/2021_PF/BT_PIE_010003_OSPEDALE MARIA VITTORIA TORINO_50-59,1 - Operatori Sanitari e Sociosanitari,01,2021-01-03,PF/BT,010003_OSPEDALE MARIA VITTORIA TORINO,50-59,PIE
44,Piemonte,TML_CAT_OSS,03/01/2021_PF/BT_PIE_010007_OSPEDALE MARTINI TORINO_50-59,1 - Operatori Sanitari e Sociosanitari,01,2021-01-03,PF/BT,010007_OSPEDALE MARTINI TORINO,50-59,PIE
38,Piemonte,TML_CAT_OSS,03/01/2021_PF/BT_PIE_010011_CENTRO VACC S G BOSCO_50-59,1 - Operatori Sanitari e Sociosanitari,01,2021-01-03,PF/BT,010011_CENTRO VACC S G BOSCO,50-59,PIE
38,Piemonte,TML_CAT_OSS,03/01/2021_PF/BT_PIE_010017 00_OSPEDALE DI CHIVASSO_50-59,1 - Operatori Sanitari e Sociosanitari,01,2021-01-03,PF/BT,010017 00_OSPEDALE DI CHIVASSO,50-59,PIE
27,Piemonte,TML_CAT_OSS,03/01/2021_PF/BT_PIE_010019 01_OSPEDALE DI CIRIE'_50-59,1 - Operatori Sanitari e Sociosanitari,01,2021-01-03,PF/BT,010019 01_OSPEDALE DI CIRIE',50-59,PIE
31,Piemonte,TML_CAT_OSS,03/01/2021_PF/BT_PIE_010023_OSPEDALE DI IVREA_50-59,1 - Operatori Sanitari e Sociosanitari,01,2021-01-03,PF/BT,010023_OSPEDALE DI IVREA,50-59,PIE
58,Piemonte,TML_CAT_OSS,03/01/2021_PF/BT_PIE_010026 01_AMB. VACCINAZIONI P.O CASALE M_50-59,1 - Operatori Sanitari e Sociosanitari,01,2021-01-03,PF/BT,010026 01_AMB. VACCINAZIONI P.O CASALE M,50-59,PIE
33,Piemonte,TML_CAT_OSS,03/01/2021_PF/BT_PIE_010026 03_AMB. VACCINAZIONI P.O. TORTONA_50-59,1 - Operatori Sanitari e Sociosanitari,01,2021-01-03,PF/BT,010026 03_AMB. VACCINAZIONI P.O. TORTONA,50-59,PIE
19,Piemonte,TML_CAT_OSS,03/01/2021_PF/BT_PIE_010026 04_AMB. VACCINAZIONI P.O. NOVI L_50-59,1 - Operatori Sanitari e Sociosanitari,01,2021-01-03,PF/BT,010026 04_AMB. VACCINAZIONI P.O. NOVI L,50-59,PIE
31,Piemonte,TML_CAT_OSS,03/01/2021_PF/BT_PIE_010026 05_AMB. VACCINAZIONI P.O. ACQUI T_50-59,1 - Operatori Sanitari e Sociosanitari,01,2021-01-03,PF/BT,010026 05_AMB. VACCINAZIONI P.O. ACQUI T,50-59,PIE
3,Piemonte,TML_CAT_OSS,03/01/2021_PF/BT_PIE_010026 06_AMB. VACCINAZIONI P.O. OVADA_50-59,1 - Operatori Sanitari e Sociosanitari,01,2021-01-03,PF/BT,010026 06_AMB. VACCINAZIONI P.O. OVADA,50-59,PIE
27,Piemonte,TML_CAT_OSS,03/01/2021_PF/BT_PIE_010124 01_OSPEDALE DI MONDOVI'_50-59,1 - Operatori Sanitari e Sociosanitari,01,2021-01-03,PF/BT,010124 01_OSPEDALE DI MONDOVI',50-59,PIE
24,Piemonte,TML_CAT_OSS,03/01/2021_PF/BT_PIE_010126 01_OSPEDALE DI SAVIGLIANO_50-59,1 - Operatori Sanitari e Sociosanitari,01,2021-01-03,PF/BT,010126 01_OSPEDALE DI SAVIGLIANO,50-59,PIE
19,Piemonte,TML_CAT_OSS,03/01/2021_PF/BT_PIE_010206_BORGOSESIA_50-59,1 - Operatori Sanitari e Sociosanitari,01,2021-01-03,PF/BT,010206_BORGOSESIA,50-59,PIE
27,Piemonte,TML_CAT_OSS,03/01/2021_PF/BT_PIE_010206_VERCELLI_50-59,1 - Operatori Sanitari e Sociosanitari,01,2021-01-03,PF/BT,010206_VERCELLI,50-59,PIE
2,Piemonte,TML_CAT_OSS,03/01/2021_PF/BT_PIE_010666_CLINICA CITTA' DI ALESSANDRIA_50-59,1 - Operatori Sanitari e Sociosanitari,01,2021-01-03,PF/BT,010666_CLINICA CITTA' DI ALESSANDRIA,50-59,PIE
21,Piemonte,TML_CAT_OSS,03/01/2021_PF/BT_PIE_010906_CENTRO VACCINALE S. CROCE CN_50-59,1 - Operatori Sanitari e Sociosanitari,01,2021-01-03,PF/BT,010906_CENTRO VACCINALE S. CROCE CN,50-59,PIE
48,Piemonte,TML_CAT_OSS,03/01/2021_PF/BT_PIE_010908_CENTRO VACCINALE MAURIZIANO_50-59,1 - Operatori Sanitari e Sociosanitari,01,2021-01-03,PF/BT,010908_CENTRO VACCINALE MAURIZIANO,50-59,PIE
76,Piemonte,TML_CAT_OSS,03/01/2021_PF/BT_PIE_010909_CENTRO VACC CITTÀ DELLA SALUTE_50-59,1 - Operatori Sanitari e Sociosanitari,01,2021-01-03,PF/BT,010909_CENTRO VACC CITTÀ DELLA SALUTE,50-59,PIE
6,Piemonte,TML_CAT_OSS,03/01/2021_PF/BT_PIE_50010901_CLINICA EPOREDIESE_50-59,1 - Operatori Sanitari e Sociosanitari,01,2021-01-03,PF/BT,50010901_CLINICA EPOREDIESE,50-59,PIE
3,Piemonte,TML_CAT_OSS,03/01/2021_PF/BT_PIE_570115_IST. CURA BAUER RSA POGNO_50-59,1 - Operatori Sanitari e Sociosanitari,01,2021-01-03,PF/BT,570115_IST. CURA BAUER RSA POGNO,50-59,PIE
1,Piemonte,TML_CAT_OSS,03/01/2021_PF/BT_PIE_600123_CLINICA SALUS ALESSANDRIA_50-59,1 - Operatori Sanitari e Sociosanitari,01,2021-01-03,PF/BT,600123_CLINICA SALUS ALESSANDRIA,50-59,PIE
3,Piemonte,TML_CAT_OSS,03/01/2021_PF/BT_PIE_670298_C. FAM S. STEFANO BORGOMANERO_50-59,1 - Operatori Sanitari e Sociosanitari,01,2021-01-03,PF/BT,670298_C. FAM S. STEFANO BORGOMANERO,50-59,PIE
9,Piemonte,TML_CAT_OSS,03/01/2021_PF/BT_PIE_670678_CS ANZIANI SAN MICHELE CAMERI_50-59,1 - Operatori Sanitari e Sociosanitari,01,2021-01-03,PF/BT,670678_CS ANZIANI SAN MICHELE CAMERI,50-59,PIE
67,Piemonte,TML_CAT_OSS,03/01/2021_PF/BT_PIE_000256_P.V.O. DI VERBANIA ASL VCO_60-69,1 - Operatori Sanitari e Sociosanitari,01,2021-01-03,PF/BT,000256_P.V.O. DI VERBANIA ASL VCO,60-69,PIE
52,Piemonte,TML_CAT_OSS,03/01/2021_PF/BT_PIE_000258_P.V.O. DI DOMODOSSOLA ASL VCO_60-69,1 - Operatori Sanitari e Sociosanitari,01,2021-01-03,PF/BT,000258_P.V.O. DI DOMODOSSOLA ASL VCO,60-69,PIE
3,Piemonte,TML_CAT_OSS,03/01/2021_PF/BT_PIE_000574_OSP. SAN LORENZO CARMAGNOLA_60-69,1 - Operatori Sanitari e Sociosanitari,01,2021-01-03,PF/BT,000574_OSP. SAN LORENZO CARMAGNOLA,60-69,PIE
14,Piemonte,TML_CAT_OSS,03/01/2021_PF/BT_PIE_010003_OSPEDALE MARIA VITTORIA TORINO_60-69,1 - Operatori Sanitari e Sociosanitari,01,2021-01-03,PF/BT,010003_OSPEDALE MARIA VITTORIA TORINO,60-69,PIE
6,Piemonte,TML_CAT_OSS,03/01/2021_PF/BT_PIE_010007_OSPEDALE MARTINI TORINO_60-69,1 - Operatori Sanitari e Sociosanitari,01,2021-01-03,PF/BT,010007_OSPEDALE MARTINI TORINO,60-69,PIE
11,Piemonte,TML_CAT_OSS,03/01/2021_PF/BT_PIE_010011_CENTRO VACC S G BOSCO_60-69,1 - Operatori Sanitari e Sociosanitari,01,2021-01-03,PF/BT,010011_CENTRO VACC S G BOSCO,60-69,PIE
7,Piemonte,TML_CAT_OSS,03/01/2021_PF/BT_PIE_010017 00_OSPEDALE DI CHIVASSO_60-69,1 - Operatori Sanitari e Sociosanitari,01,2021-01-03,PF/BT,010017 00_OSPEDALE DI CHIVASSO,60-69,PIE
9,Piemonte,TML_CAT_OSS,03/01/2021_PF/BT_PIE_010019 01_OSPEDALE DI CIRIE'_60-69,1 - Operatori Sanitari e Sociosanitari,01,2021-01-03,PF/BT,010019 01_OSPEDALE DI CIRIE',60-69,PIE
8,Piemonte,TML_CAT_OSS,03/01/2021_PF/BT_PIE_010023_OSPEDALE DI IVREA_60-69,1 - Operatori Sanitari e Sociosanitari,01,2021-01-03,PF/BT,010023_OSPEDALE DI IVREA,60-69,PIE
11,Piemonte,TML_CAT_OSS,03/01/2021_PF/BT_PIE_010026 01_AMB. VACCINAZIONI P.O CASALE M_60-69,1 - Operatori Sanitari e Sociosanitari,01,2021-01-03,PF/BT,010026 01_AMB. VACCINAZIONI P.O CASALE M,60-69,PIE
11,Piemonte,TML_CAT_OSS,03/01/2021_PF/BT_PIE_010026 03_AMB. VACCINAZIONI P.O. TORTONA_60-69,1 - Operatori Sanitari e Sociosanitari,01,2021-01-03,PF/BT,010026 03_AMB. VACCINAZIONI P.O. TORTONA,60-69,PIE
20,Piemonte,TML_CAT_OSS,03/01/2021_PF/BT_PIE_010026 04_AMB. VACCINAZIONI P.O. NOVI L_60-69,1 - Operatori Sanitari e Sociosanitari,01,2021-01-03,PF/BT,010026 04_AMB. VACCINAZIONI P.O. NOVI L,60-69,PIE
16,Piemonte,TML_CAT_OSS,03/01/2021_PF/BT_PIE_010026 05_AMB. VACCINAZIONI P.O. ACQUI T_60-69,1 - Operatori Sanitari e Sociosanitari,01,2021-01-03,PF/BT,010026 05_AMB. VACCINAZIONI P.O. ACQUI T,60-69,PIE
4,Piemonte,TML_CAT_OSS,03/01/2021_PF/BT_PIE_010026 06_AMB. VACCINAZIONI P.O. OVADA_60-69,1 - Operatori Sanitari e Sociosanitari,01,2021-01-03,PF/BT,010026 06_AMB. VACCINAZIONI P.O. OVADA,60-69,PIE
14,Piemonte,TML_CAT_OSS,03/01/2021_PF/BT_PIE_010124 01_OSPEDALE DI MONDOVI'_60-69,1 - Operatori Sanitari e Sociosanitari,01,2021-01-03,PF/BT,010124 01_OSPEDALE DI MONDOVI',60-69,PIE
10,Piemonte,TML_CAT_OSS,03/01/2021_PF/BT_PIE_010126 01_OSPEDALE DI SAVIGLIANO_60-69,1 - Operatori Sanitari e Sociosanitari,01,2021-01-03,PF/BT,010126 01_OSPEDALE DI SAVIGLIANO,60-69,PIE
7,Piemonte,TML_CAT_OSS,03/01/2021_PF/BT_PIE_010206_BORGOSESIA_60-69,1 - Operatori Sanitari e Sociosanitari,01,2021-01-03,PF/BT,010206_BORGOSESIA,60-69,PIE
8,Piemonte,TML_CAT_OSS,03/01/2021_PF/BT_PIE_010206_VERCELLI_60-69,1 - Operatori Sanitari e Sociosanitari,01,2021-01-03,PF/BT,010206_VERCELLI,60-69,PIE
4,Piemonte,TML_CAT_OSS,03/01/2021_PF/BT_PIE_010666_CLINICA CITTA' DI ALESSANDRIA_60-69,1 - Operatori Sanitari e Sociosanitari,01,2021-01-03,PF/BT,010666_CLINICA CITTA' DI ALESSANDRIA,60-69,PIE
5,Piemonte,TML_CAT_OSS,03/01/2021_PF/BT_PIE_010906_CENTRO VACCINALE S. CROCE CN_60-69,1 - Operatori Sanitari e Sociosanitari,01,2021-01-03,PF/BT,010906_CENTRO VACCINALE S. CROCE CN,60-69,PIE
1,Piemonte,TML_CAT_OSS,03/01/2021_PF/BT_PIE_010907_CENTRO VACC. AOU ALESSANDRIA_60-69,1 - Operatori Sanitari e Sociosanitari,01,2021-01-03,PF/BT,010907_CENTRO VACC. AOU ALESSANDRIA,60-69,PIE
11,Piemonte,TML_CAT_OSS,03/01/2021_PF/BT_PIE_010908_CENTRO VACCINALE MAURIZIANO_60-69,1 - Operatori Sanitari e Sociosanitari,01,2021-01-03,PF/BT,010908_CENTRO VACCINALE MAURIZIANO,60-69,PIE
25,Piemonte,TML_CAT_OSS,03/01/2021_PF/BT_PIE_010909_CENTRO VACC CITTÀ DELLA SALUTE_60-69,1 - Operatori Sanitari e Sociosanitari,01,2021-01-03,PF/BT,010909_CENTRO VACC CITTÀ DELLA SALUTE,60-69,PIE
1,Piemonte,TML_CAT_OSS,03/01/2021_PF/BT_PIE_570115_IST. CURA BAUER RSA POGNO_60-69,1 - Operatori Sanitari e Sociosanitari,01,2021-01-03,PF/BT,570115_IST. CURA BAUER RSA POGNO,60-69,PIE
1,Piemonte,TML_CAT_OSS,03/01/2021_PF/BT_PIE_670298_C. FAM S. STEFANO BORGOMANERO_60-69,1 - Operatori Sanitari e Sociosanitari,01,2021-01-03,PF/BT,670298_C. FAM S. STEFANO BORGOMANERO,60-69,PIE
